ROWID,Country,State lgd code,State,YearCode,Year,Birth rate,Death rate
647,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",28,8.2
648,India,24,Gujarat,1994,"Calendar Year (Jan - Dec), 1994",27.1,8.7
649,India,24,Gujarat,1995,"Calendar Year (Jan - Dec), 1995",26.7,7.6
650,India,24,Gujarat,1996,"Calendar Year (Jan - Dec), 1996",25.7,7.6
651,India,24,Gujarat,1997,"Calendar Year (Jan - Dec), 1997",25.6,7.6
652,India,24,Gujarat,1998,"Calendar Year (Jan - Dec), 1998",25.5,7.9
653,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",25.4,7.9
654,India,24,Gujarat,2000,"Calendar Year (Jan - Dec), 2000",25.2,7.5
655,India,24,Gujarat,2001,"Calendar Year (Jan - Dec), 2001",24.9,7.8
656,India,24,Gujarat,2002,"Calendar Year (Jan - Dec), 2002",24.7,7.7
657,India,24,Gujarat,2003,"Calendar Year (Jan - Dec), 2003",24.6,7.6
658,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",24.3,6.9
659,India,24,Gujarat,2005,"Calendar Year (Jan - Dec), 2005",23.7,7.1
660,India,24,Gujarat,2006,"Calendar Year (Jan - Dec), 2006",23.5,7.3
661,India,24,Gujarat,2007,"Calendar Year (Jan - Dec), 2007",23,7.2
662,India,24,Gujarat,2008,"Calendar Year (Jan - Dec), 2008",22.6,6.9
663,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",22.3,6.9
664,India,24,Gujarat,2010,"Calendar Year (Jan - Dec), 2010",21.8,6.7
665,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",21.3,6.7
666,India,24,Gujarat,2012,"Calendar Year (Jan - Dec), 2012",21.1,6.6
667,India,24,Gujarat,2013,"Calendar Year (Jan - Dec), 2013",20.8,6.5
668,India,24,Gujarat,2014,"Calendar Year (Jan - Dec), 2014",20.6,6.2
669,India,24,Gujarat,2015,"Calendar Year (Jan - Dec), 2015",20.4,6.1
670,India,24,Gujarat,2016,"Calendar Year (Jan - Dec), 2016",20.1,6.1
671,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",19.9,6.2
672,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",19.7,5.9
673,India,27,Maharashtra,1991,"Calendar Year (Jan - Dec), 1991",26.2,8.2
674,India,27,Maharashtra,1992,"Calendar Year (Jan - Dec), 1992",25.3,7.9
675,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",25.2,7.3
676,India,27,Maharashtra,1994,"Calendar Year (Jan - Dec), 1994",25.1,7.5
677,India,27,Maharashtra,1995,"Calendar Year (Jan - Dec), 1995",24.5,7.5
678,India,27,Maharashtra,1996,"Calendar Year (Jan - Dec), 1996",23.4,7.4
679,India,27,Maharashtra,1997,"Calendar Year (Jan - Dec), 1997",23.1,7.3
680,India,27,Maharashtra,1998,"Calendar Year (Jan - Dec), 1998",22.5,7.7
681,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",21.1,7.5
682,India,27,Maharashtra,2000,"Calendar Year (Jan - Dec), 2000",21,7.5
683,India,27,Maharashtra,2001,"Calendar Year (Jan - Dec), 2001",20.6,7.5
684,India,27,Maharashtra,2002,"Calendar Year (Jan - Dec), 2002",20.3,7.3
685,India,27,Maharashtra,2003,"Calendar Year (Jan - Dec), 2003",19.9,7.2
686,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",19.1,6.2
687,India,27,Maharashtra,2005,"Calendar Year (Jan - Dec), 2005",19,6.7
688,India,27,Maharashtra,2006,"Calendar Year (Jan - Dec), 2006",18.5,6.7
689,India,27,Maharashtra,2007,"Calendar Year (Jan - Dec), 2007",18.1,6.6
690,India,27,Maharashtra,2008,"Calendar Year (Jan - Dec), 2008",17.9,6.6
691,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",17.6,6.7
692,India,27,Maharashtra,2010,"Calendar Year (Jan - Dec), 2010",17.1,6.5
693,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",16.7,6.3
694,India,27,Maharashtra,2012,"Calendar Year (Jan - Dec), 2012",16.6,6.3
695,India,27,Maharashtra,2013,"Calendar Year (Jan - Dec), 2013",16.5,6.2
696,India,27,Maharashtra,2014,"Calendar Year (Jan - Dec), 2014",16.5,6
697,India,27,Maharashtra,2015,"Calendar Year (Jan - Dec), 2015",16.3,5.8
698,India,27,Maharashtra,2016,"Calendar Year (Jan - Dec), 2016",15.9,5.9
699,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",15.7,5.7
700,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",15.6,5.5
701,India,28,Andhra Pradesh,1991,"Calendar Year (Jan - Dec), 1991",26,9.7
702,India,28,Andhra Pradesh,1992,"Calendar Year (Jan - Dec), 1992",24.5,9.2
703,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",24.3,8.6
704,India,28,Andhra Pradesh,1994,"Calendar Year (Jan - Dec), 1994",23.8,8.3
705,India,28,Andhra Pradesh,1995,"Calendar Year (Jan - Dec), 1995",24.2,8.4
706,India,28,Andhra Pradesh,1996,"Calendar Year (Jan - Dec), 1996",22.8,8.4
707,India,28,Andhra Pradesh,1997,"Calendar Year (Jan - Dec), 1997",22.5,8.3
708,India,28,Andhra Pradesh,1998,"Calendar Year (Jan - Dec), 1998",22.4,8.8
709,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",21.7,8.2
710,India,28,Andhra Pradesh,2000,"Calendar Year (Jan - Dec), 2000",21.3,8.2
711,India,28,Andhra Pradesh,2001,"Calendar Year (Jan - Dec), 2001",28.8,8.1
712,India,28,Andhra Pradesh,2002,"Calendar Year (Jan - Dec), 2002",20.7,8.1
713,India,28,Andhra Pradesh,2003,"Calendar Year (Jan - Dec), 2003",20.4,8
714,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",19,7
715,India,28,Andhra Pradesh,2005,"Calendar Year (Jan - Dec), 2005",19.1,7.3
716,India,28,Andhra Pradesh,2006,"Calendar Year (Jan - Dec), 2006",18.9,7.3
717,India,28,Andhra Pradesh,2007,"Calendar Year (Jan - Dec), 2007",18.7,7.4
718,India,28,Andhra Pradesh,2008,"Calendar Year (Jan - Dec), 2008",18.4,7.5
719,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",18.3,7.6
720,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",17.9,7.6
721,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",17.5,7.5
722,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",17.5,7.4
723,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",17.4,7.3
724,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",17,7.3
725,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",16.8,7.1
726,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",16.4,6.8
727,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",16.2,7.2
728,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",16,6.7
729,India,29,Karnataka,1991,"Calendar Year (Jan - Dec), 1991",26.9,9
730,India,29,Karnataka,1992,"Calendar Year (Jan - Dec), 1992",26.3,8.5
731,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",25.5,8
732,India,29,Karnataka,1994,"Calendar Year (Jan - Dec), 1994",25,8.3
733,India,29,Karnataka,1995,"Calendar Year (Jan - Dec), 1995",24.1,7.6
734,India,29,Karnataka,1996,"Calendar Year (Jan - Dec), 1996",23,7.6
735,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",22.7,7.6
736,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",22,7.9
737,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",22.3,7.7
738,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",22,7.8
739,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",22.2,7.6
740,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",22.1,7.2
741,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",21.8,7.2
742,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",20.9,6.9
743,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",20.6,7.1
744,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",20.1,7.1
745,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",19.9,7.3
746,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",19.8,7.4
747,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",19.5,7.2
748,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",19.2,7.1
749,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",18.8,7.1
750,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",18.5,7.1
751,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",18.3,7
752,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",18.1,6.8
753,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",17.9,6.6
754,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",17.6,6.7
755,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",17.4,6.5
756,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",17.2,6.3
757,India,30,Goa,1991,"Calendar Year (Jan - Dec), 1991",16.8,7.5
758,India,30,Goa,1992,"Calendar Year (Jan - Dec), 1992",14.7,7.4
759,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",14.7,6.7
760,India,30,Goa,1994,"Calendar Year (Jan - Dec), 1994",14.3,6.5
761,India,30,Goa,1995,"Calendar Year (Jan - Dec), 1995",14.7,7.5
762,India,30,Goa,1996,"Calendar Year (Jan - Dec), 1996",14.4,7.4
763,India,30,Goa,1997,"Calendar Year (Jan - Dec), 1997",14.2,7.7
764,India,30,Goa,1998,"Calendar Year (Jan - Dec), 1998",14.3,8.2
765,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",14.3,7.2
766,India,30,Goa,2000,"Calendar Year (Jan - Dec), 2000",14.3,7.4
767,India,30,Goa,2001,"Calendar Year (Jan - Dec), 2001",13.9,7.5
768,India,30,Goa,2002,"Calendar Year (Jan - Dec), 2002",14,8.3
769,India,30,Goa,2003,"Calendar Year (Jan - Dec), 2003",13.9,8.1
770,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",13.8,7.2
771,India,30,Goa,2005,"Calendar Year (Jan - Dec), 2005",14.8,7.1
772,India,30,Goa,2006,"Calendar Year (Jan - Dec), 2006",15.1,7.4
773,India,30,Goa,2007,"Calendar Year (Jan - Dec), 2007",14.7,7.2
774,India,30,Goa,2008,"Calendar Year (Jan - Dec), 2008",13.6,6.6
775,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",13.5,6.7
776,India,30,Goa,2010,"Calendar Year (Jan - Dec), 2010",13.2,6.6
777,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",13.3,6.7
778,India,30,Goa,2012,"Calendar Year (Jan - Dec), 2012",13.1,6.6
779,India,30,Goa,2013,"Calendar Year (Jan - Dec), 2013",13,6.6
780,India,30,Goa,2014,"Calendar Year (Jan - Dec), 2014",12.9,6.6
781,India,30,Goa,2015,"Calendar Year (Jan - Dec), 2015",12.7,6.4
782,India,30,Goa,2016,"Calendar Year (Jan - Dec), 2016",12.9,6.7
783,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",12.5,6.2
784,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",12.4,5.9
785,India,31,Lakshadweep,1991,"Calendar Year (Jan - Dec), 1991",27.1,4.7
786,India,31,Lakshadweep,1992,"Calendar Year (Jan - Dec), 1992",25,6.1
787,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",25.7,6.2
788,India,31,Lakshadweep,1994,"Calendar Year (Jan - Dec), 1994",26.3,7.1
789,India,31,Lakshadweep,1995,"Calendar Year (Jan - Dec), 1995",25.5,7.6
790,India,31,Lakshadweep,1996,"Calendar Year (Jan - Dec), 1996",23.4,6.3
791,India,31,Lakshadweep,1997,"Calendar Year (Jan - Dec), 1997",22.9,6.2
792,India,31,Lakshadweep,1998,"Calendar Year (Jan - Dec), 1998",23,6.2
793,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",25.1,4.7
794,India,31,Lakshadweep,2000,"Calendar Year (Jan - Dec), 2000",26.1,6
795,India,31,Lakshadweep,2001,"Calendar Year (Jan - Dec), 2001",20.4,5
796,India,31,Lakshadweep,2002,"Calendar Year (Jan - Dec), 2002",19.3,5.2
797,India,31,Lakshadweep,2003,"Calendar Year (Jan - Dec), 2003",19,5.2
798,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",20.4,7.3
799,India,31,Lakshadweep,2005,"Calendar Year (Jan - Dec), 2005",19.1,6.3
800,India,31,Lakshadweep,2006,"Calendar Year (Jan - Dec), 2006",18.9,6.4
801,India,31,Lakshadweep,2007,"Calendar Year (Jan - Dec), 2007",18.3,6.5
802,India,31,Lakshadweep,2008,"Calendar Year (Jan - Dec), 2008",14.3,7.1
803,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",15,5.8
804,India,31,Lakshadweep,2010,"Calendar Year (Jan - Dec), 2010",14.3,6.4
805,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",14.7,6.4
806,India,31,Lakshadweep,2012,"Calendar Year (Jan - Dec), 2012",14.8,6.4
807,India,31,Lakshadweep,2013,"Calendar Year (Jan - Dec), 2013",14.8,6.3
808,India,31,Lakshadweep,2014,"Calendar Year (Jan - Dec), 2014",14,6.1
809,India,31,Lakshadweep,2015,"Calendar Year (Jan - Dec), 2015",14.7,6.2
810,India,31,Lakshadweep,2016,"Calendar Year (Jan - Dec), 2016",18.9,6
811,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",15,6.5
812,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",15.3,5.6
813,India,32,Kerala,1991,"Calendar Year (Jan - Dec), 1991",18.3,6
814,India,32,Kerala,1992,"Calendar Year (Jan - Dec), 1992",17.7,6.3
815,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",17.4,6
816,India,32,Kerala,1994,"Calendar Year (Jan - Dec), 1994",17.4,6.1
817,India,32,Kerala,1995,"Calendar Year (Jan - Dec), 1995",18,6
818,India,32,Kerala,1996,"Calendar Year (Jan - Dec), 1996",18,6.2
819,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",17.9,6.2
820,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",18.3,6.4
821,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",18,6.4
822,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",17.9,6.4
823,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",17.2,6.6
824,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",16.9,6.4
825,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",16.7,6.3
826,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",15.2,6.1
827,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",15,6.4
828,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",14.9,6.7
829,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",14.7,6.8
830,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",14.6,6.6
831,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",14.7,6.8
832,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",14.8,7
833,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",15.2,7
834,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",14.9,6.9
835,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",14.7,6.9
836,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",14.8,6.6
837,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",14.8,6.6
838,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",14.3,7.6
839,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",14.2,6.8
840,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",13.9,6.9
841,India,33,Tamil Nadu,1991,"Calendar Year (Jan - Dec), 1991",20.8,8.8
842,India,33,Tamil Nadu,1992,"Calendar Year (Jan - Dec), 1992",20.7,8.4
843,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",19.5,8.2
844,India,33,Tamil Nadu,1994,"Calendar Year (Jan - Dec), 1994",19.2,8
845,India,33,Tamil Nadu,1995,"Calendar Year (Jan - Dec), 1995",20.3,8
846,India,33,Tamil Nadu,1996,"Calendar Year (Jan - Dec), 1996",19.5,8
847,India,33,Tamil Nadu,1997,"Calendar Year (Jan - Dec), 1997",19,8
848,India,33,Tamil Nadu,1998,"Calendar Year (Jan - Dec), 1998",19.2,8.5
849,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",19.3,8
850,India,33,Tamil Nadu,2000,"Calendar Year (Jan - Dec), 2000",19.3,7.9
851,India,33,Tamil Nadu,2001,"Calendar Year (Jan - Dec), 2001",19,7.6
852,India,33,Tamil Nadu,2002,"Calendar Year (Jan - Dec), 2002",18.5,7.7
853,India,33,Tamil Nadu,2003,"Calendar Year (Jan - Dec), 2003",18.3,7.6
854,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",17.1,7.5
855,India,33,Tamil Nadu,2005,"Calendar Year (Jan - Dec), 2005",16.5,7.4
856,India,33,Tamil Nadu,2006,"Calendar Year (Jan - Dec), 2006",16.2,7.5
857,India,33,Tamil Nadu,2007,"Calendar Year (Jan - Dec), 2007",15.8,7.2
858,India,33,Tamil Nadu,2008,"Calendar Year (Jan - Dec), 2008",16,7.4
859,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",16.3,7.6
860,India,33,Tamil Nadu,2010,"Calendar Year (Jan - Dec), 2010",15.9,7.6
861,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",15.9,7.4
862,India,33,Tamil Nadu,2012,"Calendar Year (Jan - Dec), 2012",15.7,7.4
863,India,33,Tamil Nadu,2013,"Calendar Year (Jan - Dec), 2013",15.6,7.3
864,India,33,Tamil Nadu,2014,"Calendar Year (Jan - Dec), 2014",15.4,7
865,India,33,Tamil Nadu,2015,"Calendar Year (Jan - Dec), 2015",15.2,6.7
866,India,33,Tamil Nadu,2016,"Calendar Year (Jan - Dec), 2016",15,6.4
867,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",14.9,6.7
868,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",14.7,6.5
869,India,34,Puducherry,1991,"Calendar Year (Jan - Dec), 1991",19.2,6.6
870,India,34,Puducherry,1992,"Calendar Year (Jan - Dec), 1992",19.8,6.8
871,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",15.5,6.3
872,India,34,Puducherry,1994,"Calendar Year (Jan - Dec), 1994",18,7.5
873,India,34,Puducherry,1995,"Calendar Year (Jan - Dec), 1995",20.1,7.6
874,India,34,Puducherry,1996,"Calendar Year (Jan - Dec), 1996",18.1,7.1
875,India,34,Puducherry,1997,"Calendar Year (Jan - Dec), 1997",18.4,8
876,India,34,Puducherry,1998,"Calendar Year (Jan - Dec), 1998",18.2,7.8
877,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",17.7,6.9
878,India,34,Puducherry,2000,"Calendar Year (Jan - Dec), 2000",17.8,6.5
879,India,34,Puducherry,2001,"Calendar Year (Jan - Dec), 2001",17.9,7
880,India,34,Puducherry,2002,"Calendar Year (Jan - Dec), 2002",17.9,6.7
881,India,34,Puducherry,2003,"Calendar Year (Jan - Dec), 2003",17.5,6.3
882,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",17,8
883,India,34,Puducherry,2005,"Calendar Year (Jan - Dec), 2005",16.2,7.1
884,India,34,Puducherry,2006,"Calendar Year (Jan - Dec), 2006",15.7,7.3
885,India,34,Puducherry,2007,"Calendar Year (Jan - Dec), 2007",15.1,7.7
886,India,34,Puducherry,2008,"Calendar Year (Jan - Dec), 2008",16.4,7.5
887,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",16.5,7
888,India,34,Puducherry,2010,"Calendar Year (Jan - Dec), 2010",16.7,7.4
889,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",16.1,7.2
890,India,34,Puducherry,2012,"Calendar Year (Jan - Dec), 2012",15.8,7.1
891,India,34,Puducherry,2013,"Calendar Year (Jan - Dec), 2013",15.7,7
892,India,34,Puducherry,2014,"Calendar Year (Jan - Dec), 2014",14.6,6.6
893,India,34,Puducherry,2015,"Calendar Year (Jan - Dec), 2015",13.8,6.8
894,India,34,Puducherry,2016,"Calendar Year (Jan - Dec), 2016",13.9,7.2
895,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",13.2,7.3
896,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",13.7,6.9
897,India,35,Andaman And Nicobar Islands,1991,"Calendar Year (Jan - Dec), 1991",20,5.8
898,India,35,Andaman And Nicobar Islands,1992,"Calendar Year (Jan - Dec), 1992",20,5.2
899,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",21.6,5.5
900,India,35,Andaman And Nicobar Islands,1994,"Calendar Year (Jan - Dec), 1994",18,3.2
901,India,35,Andaman And Nicobar Islands,1995,"Calendar Year (Jan - Dec), 1995",18.7,5.8
902,India,35,Andaman And Nicobar Islands,1996,"Calendar Year (Jan - Dec), 1996",18.5,4.8
903,India,35,Andaman And Nicobar Islands,1997,"Calendar Year (Jan - Dec), 1997",18.6,5.1
904,India,35,Andaman And Nicobar Islands,1998,"Calendar Year (Jan - Dec), 1998",17.7,4.6
905,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",18.1,5.5
906,India,35,Andaman And Nicobar Islands,2000,"Calendar Year (Jan - Dec), 2000",19.1,5.1
907,India,35,Andaman And Nicobar Islands,2001,"Calendar Year (Jan - Dec), 2001",16.8,4.7
908,India,35,Andaman And Nicobar Islands,2002,"Calendar Year (Jan - Dec), 2002",16.8,5.5
909,India,35,Andaman And Nicobar Islands,2003,"Calendar Year (Jan - Dec), 2003",17.1,5.6
910,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",16.9,3.7
911,India,35,Andaman And Nicobar Islands,2005,"Calendar Year (Jan - Dec), 2005",15.7,4.7
912,India,35,Andaman And Nicobar Islands,2006,"Calendar Year (Jan - Dec), 2006",15.7,5.1
913,India,35,Andaman And Nicobar Islands,2007,"Calendar Year (Jan - Dec), 2007",15.8,4.5
914,India,35,Andaman And Nicobar Islands,2008,"Calendar Year (Jan - Dec), 2008",16.9,4.8
915,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",16.3,4.1
916,India,35,Andaman And Nicobar Islands,2010,"Calendar Year (Jan - Dec), 2010",15.6,4.3
917,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",15.1,4.6
918,India,35,Andaman And Nicobar Islands,2012,"Calendar Year (Jan - Dec), 2012",15,4.6
919,India,35,Andaman And Nicobar Islands,2013,"Calendar Year (Jan - Dec), 2013",14.6,4.6
920,India,35,Andaman And Nicobar Islands,2014,"Calendar Year (Jan - Dec), 2014",14.7,4.6
921,India,35,Andaman And Nicobar Islands,2015,"Calendar Year (Jan - Dec), 2015",12,5
922,India,35,Andaman And Nicobar Islands,2016,"Calendar Year (Jan - Dec), 2016",11.7,5.2
923,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",11.4,5.1
924,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",11.2,5.3
925,India,36,Telangana,1991,"Calendar Year (Jan - Dec), 1991",26,9.7
926,India,36,Telangana,1992,"Calendar Year (Jan - Dec), 1992",24.5,9.2
927,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",24.3,8.6
928,India,36,Telangana,1994,"Calendar Year (Jan - Dec), 1994",23.8,8.3
929,India,36,Telangana,1995,"Calendar Year (Jan - Dec), 1995",24.2,8.4
930,India,36,Telangana,1996,"Calendar Year (Jan - Dec), 1996",22.8,8.4
931,India,36,Telangana,1997,"Calendar Year (Jan - Dec), 1997",22.5,8.3
932,India,36,Telangana,1998,"Calendar Year (Jan - Dec), 1998",22.4,8.8
933,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",21.7,8.2
934,India,36,Telangana,2000,"Calendar Year (Jan - Dec), 2000",21.3,8.2
935,India,36,Telangana,2001,"Calendar Year (Jan - Dec), 2001",28.8,8.1
936,India,36,Telangana,2002,"Calendar Year (Jan - Dec), 2002",20.7,8.1
937,India,36,Telangana,2003,"Calendar Year (Jan - Dec), 2003",20.4,8
938,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",19,7
939,India,36,Telangana,2005,"Calendar Year (Jan - Dec), 2005",19.1,7.3
940,India,36,Telangana,2006,"Calendar Year (Jan - Dec), 2006",18.9,7.3
941,India,36,Telangana,2007,"Calendar Year (Jan - Dec), 2007",18.7,7.4
942,India,36,Telangana,2008,"Calendar Year (Jan - Dec), 2008",18.4,7.5
943,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",18.3,7.6
944,India,36,Telangana,2010,"Calendar Year (Jan - Dec), 2010",17.9,7.6
945,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",17.5,7.5
946,India,36,Telangana,2012,"Calendar Year (Jan - Dec), 2012",17.5,7.4
947,India,36,Telangana,2013,"Calendar Year (Jan - Dec), 2013",17.4,7.3
948,India,36,Telangana,2014,"Calendar Year (Jan - Dec), 2014",18,6.7
949,India,36,Telangana,2015,"Calendar Year (Jan - Dec), 2015",17.8,6.5
950,India,36,Telangana,2016,"Calendar Year (Jan - Dec), 2016",17.5,6.1
951,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",17.2,6.6
952,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",16.9,6.3
953,India,37,Ladakh,1991,"Calendar Year (Jan - Dec), 1991",,
954,India,37,Ladakh,1992,"Calendar Year (Jan - Dec), 1992",,
955,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",,
956,India,37,Ladakh,1994,"Calendar Year (Jan - Dec), 1994",,
957,India,37,Ladakh,1995,"Calendar Year (Jan - Dec), 1995",,
958,India,37,Ladakh,1996,"Calendar Year (Jan - Dec), 1996",,
959,India,37,Ladakh,1997,"Calendar Year (Jan - Dec), 1997",,
960,India,37,Ladakh,1998,"Calendar Year (Jan - Dec), 1998",19.9,5.4
961,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",20.9,6.3
962,India,37,Ladakh,2000,"Calendar Year (Jan - Dec), 2000",19.6,6.2
963,India,37,Ladakh,2001,"Calendar Year (Jan - Dec), 2001",20.1,6.1
964,India,37,Ladakh,2002,"Calendar Year (Jan - Dec), 2002",19.2,5.7
965,India,37,Ladakh,2003,"Calendar Year (Jan - Dec), 2003",18.6,5.7
