ROWID,Country,State lgd code,State,YearCode,Year,Number of factories,Fixed capital,Working capital,Physical working capital,Productive capital,Invested capital,Number of workers,Persons engaged in factories ,Total emoluments,Total inputs,Value of gross output,Net value added,Gross value added,Net fixed capital formation,Gross fixed capital formation,Gross capital formation
834,India,34,Puducherry,2012,"Financial Year (Apr - Mar), 2012",911,507747,428446,337205,936193,844952,36945,48527,87899,1729748,1975300,170457,245552,-12262,62833,77625
835,India,34,Puducherry,2013,"Financial Year (Apr - Mar), 2013",857,440126,414939,326639,855065,766764,39751,50108,80518,1557868,2007285,407272,449417,11754,53899,107792
836,India,34,Puducherry,2014,"Financial Year (Apr - Mar), 2014",716,503697,235092,283287,738789,786985,37052,46961,96886,1561955,1908970,297709,347015,14469,63775,38970
837,India,34,Puducherry,2015,"Financial Year (Apr - Mar), 2015",682,471451,354557,288124,826008,759575,42849,53716,107528,1711082,2223648,467149,512566,11687,57105,67855
838,India,34,Puducherry,2016,"Financial Year (Apr - Mar), 2016",665,479119,267007,258177,746126,737296,37082,46728,115122,1717641,2264375,496782,546734,9606,59558,67391
839,India,34,Puducherry,2017,"Financial Year (Apr - Mar), 2017",681,447633,430444,338170,878077,785802,39738,51816,139324,2508208,3069202,500796,560994,19573,79770,45315
840,India,34,Puducherry,2018,"Financial Year (Apr - Mar), 2018",703,541476,389669,428711,931145,970187,44054,56477,167020,3042646,3794303,694099,751657,39732,97290,118713
841,India,35,Andaman And Nicobar Islands,1991,"Financial Year (Apr - Mar), 1991",52,2224,2293,2402,4517,4626,4503,5443,1261,3958,6467,2241,2509,-140,128,502
842,India,35,Andaman And Nicobar Islands,1992,"Financial Year (Apr - Mar), 1992",37,5032,2861,3442,7893,8474,4937,6071,1581,4810,6100,1094,1291,378,574,835
843,India,35,Andaman And Nicobar Islands,1993,"Financial Year (Apr - Mar), 1993",34,5795,4777,4942,10572,10737,5279,6596,1790,6105,7630,1298,1524,781,1007,1411
844,India,35,Andaman And Nicobar Islands,1994,"Financial Year (Apr - Mar), 1994",35,3181,7667,5335,30848,18516,5513,6700,1891,7800,9663,1597,1863,161,427,11026
845,India,35,Andaman And Nicobar Islands,1995,"Financial Year (Apr - Mar), 1995",69,9943,5353,8150,15296,18093,6694,8598,3041,14370,16797,1985,2427,1088,1530,-12094
846,India,35,Andaman And Nicobar Islands,1996,"Financial Year (Apr - Mar), 1996",65,10048,3324,6900,13317,16958,5178,6615,2381,8261,11727,3821,3541,2008,2316,2726
847,India,35,Andaman And Nicobar Islands,1997,"Financial Year (Apr - Mar), 1997",79,12911,2108,7096,15019,20007,5440,6883,2843,11539,15883,3932,4343,2776,3187,3037
848,India,35,Andaman And Nicobar Islands,1998,"Financial Year (Apr - Mar), 1998",22,2259,4246,4311,6505,6570,2451,2810,1020,6546,8674,1898,2127,-92,137,778
849,India,35,Andaman And Nicobar Islands,1999,"Financial Year (Apr - Mar), 1999",22,2170,3488,3606,5658,5776,2212,2540,791,5035,6602,1344,1567,-92,131,-596
850,India,35,Andaman And Nicobar Islands,2000,"Financial Year (Apr - Mar), 2000",23,1978,622,1637,2600,3615,2159,2476,637,2794,3572,578,778,-153,47,-1937
851,India,35,Andaman And Nicobar Islands,2001,"Financial Year (Apr - Mar), 2001",24,2029,-623,857,1406,2886,611,752,282,1729,2246,301,517,-119,96,-678
852,India,35,Andaman And Nicobar Islands,2002,"Financial Year (Apr - Mar), 2002",21,1078,138,797,1216,1875,277,393,188,895,1188,178,294,-115,1,78
853,India,35,Andaman And Nicobar Islands,2003,"Financial Year (Apr - Mar), 2003",21,8649,-693,400,7956,9049,201,271,145,6414,8005,840,1590,-592,158,-240
854,India,35,Andaman And Nicobar Islands,2004,"Financial Year (Apr - Mar), 2004",21,7696,224,386,7920,8082,150,251,147,5471,6638,449,1167,-651,66,59
855,India,35,Andaman And Nicobar Islands,2005,"Financial Year (Apr - Mar), 2005",12,7304,825,616,8129,7920,282,338,259,8033,9400,633,1367,-403,332,505
856,India,35,Andaman And Nicobar Islands,2006,"Financial Year (Apr - Mar), 2006",12,6655,1064,786,7719,7442,233,293,274,8805,10391,823,1586,-758,5,177
857,India,35,Andaman And Nicobar Islands,2007,"Financial Year (Apr - Mar), 2007",12,5870,5944,876,11814,6746,283,351,317,9300,11886,1861,2526,-786,-60,30
858,India,35,Andaman And Nicobar Islands,2008,"Financial Year (Apr - Mar), 2008",12,5586,6362,1037,11948,6623,299,362,353,13713,15254,830,1541,-290,422,584
859,India,35,Andaman And Nicobar Islands,2009,"Financial Year (Apr - Mar), 2009",13,7780,1912,965,9692,8745,319,398,371,20994,22669,864,1675,-984,-173,-274
860,India,35,Andaman And Nicobar Islands,2010,"Financial Year (Apr - Mar), 2010",17,3960,-1145,1049,2815,5010,282,370,400,14370,16327,1190,1957,-683,83,158
861,India,35,Andaman And Nicobar Islands,2011,"Financial Year (Apr - Mar), 2011",18,3906,-3301,1062,605,4967,362,438,499,15822,17966,1339,2144,-525,280,243
862,India,35,Andaman And Nicobar Islands,2012,"Financial Year (Apr - Mar), 2012",24,3256,-8175,1119,-4919,4375,398,502,605,15568,16526,121,958,-843,-7,-73
863,India,35,Andaman And Nicobar Islands,2013,"Financial Year (Apr - Mar), 2013",20,3185,-4424,1282,-1239,4468,421,521,742,16853,18397,761,1544,-379,404,516
864,India,35,Andaman And Nicobar Islands,2014,"Financial Year (Apr - Mar), 2014",20,2309,-4088,1441,-1779,3751,427,520,826,16613,18400,1081,1787,-561,145,316
865,India,35,Andaman And Nicobar Islands,2015,"Financial Year (Apr - Mar), 2015",19,1904,-867,1366,1037,3270,385,481,661,12824,13822,523,998,-418,57,43
